model_name,chinese,coding,creative_writing,english,exclude_ties,expert,french,german,hard_prompts,hard_prompts_english,industry_business_and_management_and_financial_operations,industry_entertainment_and_sports_and_media,industry_legal_and_government,industry_life_and_physical_and_social_science,industry_mathematical,industry_medicine_and_healthcare,industry_software_and_it_services,industry_writing_and_literature_and_language,instruction_following,japanese,korean,longer_query,math,multi_turn,overall,russian,spanish
deepseek-v3.1-terminus,,1438.3443795462729,1408.84645429809,1422.5413812983095,1400.7795160313322,,,,1423.2195723423565,1426.6613114454672,1395.1923194733931,1375.8852192844877,1414.7070396445433,1452.2821894796969,,1453.509447870884,1429.5960361725004,1407.2987999933769,1392.1355284486167,,,1416.8825561379347,1396.0686602828914,1396.5450700714675,1415.690262185615,1424.1803549460633,
deepseek-v3.1-terminus-thinking,,1461.5759867803267,1383.5314362467232,1427.9296485363807,1401.150183910761,,,,1444.7133913095997,1448.2537229448671,1418.205873329931,1383.6716818434434,1459.0764308596347,1444.675390359517,,1466.7865654236555,1445.0801556123652,1408.028576973041,1417.602104328239,,,1441.9949948584751,1410.3230904967143,1418.4053574769325,1416.288122892131,1426.6731990099352,
deepseek-v3.1-thinking,1476.7852359558924,1456.070973685865,1405.6880746086215,1431.4020025689745,1403.8222690663308,1429.7330324792072,1390.3185437026762,1396.75242834318,1436.9674635048361,1444.5681975601685,1415.9050646188587,1396.915058872917,1422.535378461838,1429.1946203688651,1440.973085860901,1446.4632906636102,1448.127776183357,1409.840297204999,1418.399750610397,1374.2859161337371,1348.479753882125,1445.7425706450363,1414.7090415656528,1414.3203638007835,1416.933251655834,1402.9248815466196,1405.5549066333272
deepseek-v3.2,1459.96138155107,1467.9394694615507,1401.64981096278,1436.9791576072193,1415.122223870733,1447.8001805062077,1444.7249049609316,1396.4991388071835,1446.6281579303763,1454.2092365356496,1419.3798153574912,1394.4452986770748,1429.623709727452,1448.2611201518723,1439.365742964534,1442.7089063851504,1455.4223237940494,1410.890897123914,1420.378434450457,1365.0089805907196,1366.0108990728136,1442.119222146499,1428.5522855731601,1425.897707124612,1424.4186586616572,1423.5787815222538,1408.2297025298842
deepseek-v3.2-exp,1477.8747084597628,1465.356247310785,1410.8531650574446,1438.0897388774624,1415.817572800882,1422.6456445560482,1449.733887176646,1439.405647197204,1447.7300505115568,1453.9799057652906,1421.7210392586524,1407.6829340901243,1415.5947370968968,1435.3123342970418,1411.297694397061,1436.909382083927,1453.266326587786,1412.6057804148577,1416.4125573117867,1335.9076205833248,1369.862189600243,1441.3801395656722,1414.7341472734954,1430.1805740590385,1422.8299256672065,1403.5530521590986,1436.3680860839718
deepseek-v3.2-exp-thinking,1464.978837413523,1474.4917565471155,1395.2686817021115,1441.5628097495965,1414.8996032622956,1450.305227534065,1424.1299480121625,1429.587889753659,1446.2666425305035,1463.7933340894667,1404.9509167503322,1390.5915613688437,1422.840841875496,1452.0937689414004,1446.2833924162999,1476.8651460724332,1459.1023821923668,1397.3124385230744,1416.2854356922385,,1346.9758035433279,1430.7573192075606,1429.2055703114338,1422.5488674816538,1424.8146489359403,1407.4147531198985,1382.4450325899197
deepseek-v3.2-thinking,1464.132597248411,1473.6811536042594,1394.0717244135603,1444.9669166003282,1410.6642945805522,1446.0697480928181,1434.1707688283295,1409.2176834270138,1445.8240105386499,1462.591455193307,1416.9274359307633,1389.5712888756084,1427.7567272977722,1438.81431827804,1439.8609235210936,1434.4418687440839,1462.1538542799694,1402.6524324274321,1417.957139578741,1380.1379774629577,1362.4010411404756,1441.7940155926908,1423.2598900842713,1425.2882746358869,1422.338460705125,1397.891307331281,1407.6987669886369
dola-seed-2.0-pro,1523.8051706327378,1515.306388173405,1398.4512027379124,1470.9740590278807,1469.2459838085083,1484.960338197651,1503.7588152906762,1431.8136075503564,1488.164625084455,1488.0110246574243,1468.5494379857475,1415.7038613055952,1481.8096968969226,1470.7091349267191,1449.6208560537646,1501.33260271812,1508.8777151250856,1410.0894111923858,1435.7369551343588,1400.334216413006,1416.3734265025212,1449.8235955891105,1450.7457946244206,1448.0618835314328,1462.426854952235,1449.905986365914,1478.0086246907251
dolly-v2-12b,994.937070534279,959.0378409959109,966.8263174014292,991.8682473246479,749.1255631812006,,,,969.9195476049681,969.663345489718,904.9910238742652,934.5081373395632,,987.4499674613414,929.7836425118015,,962.2174303467224,970.3271499911061,931.3404520306146,,,,946.6108370521383,864.5003833105063,978.7472096042908,,
dolphin-2.2.1-mistral-7b,,,1133.7166813946972,1181.1348767005868,1006.3885609273825,,,,1153.3541041613742,1164.8448601272255,,1117.7552725685252,,1174.091880836811,1108.4051849452014,,1152.8720646754232,1130.0246055209032,1124.391351492583,,,,1123.0759374578934,1083.469142004699,1150.7309748117536,,
ernie-5.0-0110,1503.6690023298036,1493.8654997655674,1424.3319786931618,1453.5145736348734,1453.1123711845812,1453.3735231500666,1489.6832668889217,1416.145681008596,1470.018662292926,1468.7879977822868,1446.884028394177,1419.7690400227261,1444.5314829011327,1457.8793740087006,1437.070882099128,1479.0665427026113,1488.547132257753,1423.6306842954468,1431.859090506802,1377.7160556546235,1405.3734447450056,1443.2638005045515,1447.5308747823558,1440.824177760814,1451.1958428557298,1449.6628607567463,1442.2948204828897
ernie-5.0-preview-1022,1488.609784866911,1433.1389206128354,1406.9310647740904,1423.1683544744608,1407.0760071596867,1434.4616480437458,,,1427.2493981587447,1426.2966961815061,1409.815274148799,1390.5427391944165,1450.8150680451436,1438.2351508456345,1422.3943424370689,1444.005295455497,1440.089501416473,1403.4709408345038,1399.645708188181,,,1419.3071786246198,1399.545494772187,1418.9210385390177,1418.8657356344,1390.4783136269764,
ernie-5.0-preview-1203,1480.8300338110998,1471.950524869396,1421.8978704282765,1452.0449160705366,1451.1297437138212,1448.8286333230606,1481.9112414403162,1454.7228591853257,1463.7673223828851,1461.2026718260338,1440.2754365583614,1411.0824276627495,1458.8226458253775,1481.575262595321,1412.9841028122892,1493.8653997109113,1478.2456710406966,1415.0867615431632,1419.9710950214378,,1373.6366672239067,1435.083095758144,1407.7458669056318,1426.6447494782167,1449.6379575556305,1445.7142656580288,1473.4616516177796
falcon-180b-chat,,,1152.0295308807522,1169.1747758284637,999.8522742368982,,,,1124.7225396835315,,,1138.8833754883367,,1164.71906846913,,,1148.2863226064562,1167.762050470184,1128.7974778529888,,,,,1095.5193488981556,1145.736807950284,,
fastchat-t5-3b,955.6106142389312,904.6400212057912,989.5766845961487,1021.5808725990819,767.6371868601332,,,,935.8924658420669,943.9513965178967,1005.6376953999081,956.5000820706987,1033.7556284317045,997.0108427329828,918.5391375198337,,966.8668876880513,993.8742399321867,951.9860546922866,,,,917.2897758866682,938.1391383569508,990.0082936293584,,
gemini-1.5-flash-001,1295.18561785832,1309.161350054288,1262.9567062706228,1289.0384700388786,1208.3801065107627,1263.1346023153128,1299.9734637768815,1264.7600395988966,1287.3091140954762,1291.9627612483696,1286.037752827459,1254.765919224125,1306.7939389513379,1295.280103579163,1269.8516978668245,1273.2880360060826,1306.3220217226112,1289.9728878752758,1262.267665846763,1221.8062452691593,1246.4376153368444,1298.9325636824299,1255.5544673645759,1269.6879204474612,1285.118310519118,1283.7730702122326,1274.8639934760706
gemini-1.5-flash-002,1323.6855455599898,1315.6855054141083,1298.6435114289422,1313.7841902393375,1246.7666282015252,1280.2444579190478,1287.440182290718,1278.6438086626895,1302.352067362443,1312.4740940177305,1298.697742772722,1273.0866556173469,1327.3320368842847,1328.6399441276349,1301.0807411956448,1327.7461889107967,1321.8341675132735,1308.5184647349483,1288.310939742199,1257.1482520991176,1234.1684625494422,1321.3667275069884,1287.8093246915214,1276.7875282987243,1309.0971930397213,1307.0406789144877,1269.3753909361308
gemini-1.5-flash-8b-001,1271.824057533619,1271.8194075514666,1237.9091086767683,1265.93616217492,1164.080285590739,1237.667516010757,1277.8119529888204,1228.8791755530603,1258.1688853920134,1265.5165022172728,1255.9000121247332,1216.6178671312487,1294.3340036872532,1277.8216774382781,1251.359468625598,1268.9876439566983,1274.4370037932827,1253.3762582900874,1236.0644485700946,1170.0888562907473,1165.0516057069499,1264.787285260023,1228.039145200889,1221.1659082854908,1258.1329033746067,1263.132493251148,1246.3215741300378
gemini-1.5-pro-001,1340.6381658727216,1346.3672803802579,1322.0412535379442,1328.1689800335444,1266.7010375974069,1314.3556366358207,1335.01407764152,1299.9266968857241,1326.3072527076854,1329.9900754330308,1313.4578324037611,1307.8466074723067,1332.9982001933258,1333.996401598888,1308.5406980507612,1301.9289839055182,1342.7131962220978,1332.0779404578454,1308.2848175887975,1284.3113424766361,1273.1642411480752,1348.8730572592322,1295.918658180922,1316.0030866674856,1322.5224290557187,1324.4384160584582,1293.941128968113
gemini-1.5-pro-002,1373.2078247561933,1355.8989536067056,1358.4705667044316,1355.3273050550151,1312.4839480414375,1334.505853005343,1345.9262581627618,1313.7741793440186,1350.216996094411,1353.309765678469,1332.380842902111,1336.0840599787896,1367.2685631765357,1361.102981441791,1351.7256487692434,1357.274966867716,1355.8572058417703,1352.9882850464687,1337.0585651109077,1315.9810733548281,1326.3953042938704,1355.640370033544,1337.6607594544957,1329.0596129194332,1350.6303482403318,1349.5854262043213,1345.809173434271
gemini-2.0-flash-001,1390.3109553272188,1365.0175113483315,1346.15557478438,1366.2783277964018,1324.9809174676998,1353.790456521027,1403.9007783414584,1356.8964701851642,1360.4378420875887,1366.442610842265,1346.368441324269,1342.2437933195902,1379.8570670477175,1367.5080848450584,1362.8505858940844,1376.490443313491,1370.9337805485889,1353.8391359366547,1347.0466730385024,1297.916024344815,1321.2829232843721,1362.7310589335534,1356.2904134102296,1357.089819426671,1359.9583475705558,1362.0483681474313,1366.8531758592085
gemini-2.0-flash-lite-preview-02-05,1369.2638212989032,1343.0856843969295,1344.6543874687204,1355.346812455719,1313.0489068991546,1328.671371385963,1378.3645495910177,1328.5215988318996,1347.9236069064864,1353.1960766560765,1358.4009435954358,1326.1618131259133,1379.5302834199947,1363.4092461583864,1336.451350797579,1372.1951738731818,1354.9413030240305,1346.262680135289,1330.075753231163,1318.1569421229221,1343.0340399245297,1346.9795094159244,1325.2636859309755,1327.005390944192,1352.7759002733433,1350.8297659593677,1332.9762284551996
gemini-2.5-flash,1444.5923569872862,1425.2014417930511,1398.2622644461774,1412.5925816238346,1395.6872826026731,1427.8979267943134,1425.3233058309204,1408.751410641946,1420.0332679604708,1418.6971680682263,1397.5124574403396,1389.1524954278127,1427.0405513646888,1428.7654858707624,1419.8499270033824,1424.307311459595,1422.8499410597124,1405.3129988228568,1403.293541859875,1392.400686276908,1375.8266303683222,1420.8559133523404,1408.967969917727,1402.9744149133953,1411.0233502811561,1415.2465623499788,1399.755790295742
gemini-2.5-flash-lite-preview-06-17-thinking,1405.9870586282468,1383.3494033776983,1373.0413920992667,1378.5267755206987,1344.219878727379,1369.1911773565498,1396.3139166359824,1376.719031760227,1380.937903599739,1382.6606120596557,1362.7904058562108,1361.1211413413123,1381.3987353672833,1383.5168794516753,1368.9756463962408,1403.494251917077,1386.3162679659958,1378.8037503826895,1369.5577871537828,1354.2913022936352,1364.3089938263488,1378.5241210341214,1364.725405921374,1366.524175248076,1374.3222287861972,1379.0878869966393,1361.4859808957935
gemini-2.5-flash-lite-preview-09-2025-no-thinking,1407.8889225079718,1397.877195893239,1361.3612046978114,1385.8593233682495,1351.4177665033717,1386.75561633212,1394.477482237768,1379.112433261038,1390.7140371232103,1396.9988481354,1377.7310569825324,1346.0212777298539,1398.6989665593103,1403.0249792906764,1370.265015854005,1400.1388771241166,1400.0682078815844,1370.8137934317085,1365.16718708029,1355.8933487263835,1344.3369037779314,1386.2206436283523,1364.9735487364544,1373.7431104984828,1380.0448483148343,1373.9188264933205,1391.4151746250207
gemini-2.5-flash-preview-09-2025,1448.1250559661435,1428.1702420835907,1384.8799643436046,1412.1720120699324,1387.286963333188,1441.094874566268,1444.1274888858409,1414.3341099352963,1420.691681431581,1423.2982771820643,1402.3216284565751,1382.2725607306766,1428.8866905372302,1437.16966627621,1421.5138983389058,1429.7583905706547,1423.1052302130608,1395.3837173237152,1401.8674467506548,1399.1486531745077,1378.966945458707,1417.8663838137577,1412.6151191855915,1400.1315246995946,1405.1018620617397,1398.906119105092,1385.9213944441747
gemini-2.5-pro,1498.3180969183613,1467.1418383459052,1449.1625854823653,1450.1186156035296,1448.3559400461545,1466.1290215506215,1467.027908801799,1469.2688461674022,1460.4708298367746,1458.1443069379857,1435.8417578744964,1433.910187820105,1465.8220249860697,1473.6445347260287,1450.387725351781,1468.354379304259,1462.570565523158,1448.5322333807808,1442.429593420094,1454.431196748632,1416.550011192786,1460.339764561285,1443.9091379408574,1451.5596357724062,1448.1778206596173,1454.4961711032145,1453.2926424779096
gemini-3-flash,1523.0558279742295,1508.9597151713033,1460.5257872270515,1476.2029270127425,1486.584561122024,1496.43867413265,1509.0983854084313,1491.689625044036,1493.4037736984178,1488.6788341646236,1470.8224342513101,1454.404569601913,1487.5191482128969,1486.3894595739998,1471.5380201614087,1486.406788308307,1501.845635435083,1462.0259551806862,1459.0603224449933,1486.3161864434603,1450.4772007269712,1475.7628160226514,1476.325150695785,1483.0601286994815,1473.913597210476,1483.782897572691,1470.8378918758683
gemini-3-flash (thinking-minimal),1498.6363253047423,1501.2475369968392,1451.2656796610504,1467.66094729305,1471.2097554658599,1467.930385339957,1487.742902074111,1460.630301199156,1479.914645256214,1476.6241141267303,1459.430746835795,1446.3592337549896,1475.16373020578,1487.6007848376898,1459.681260534064,1493.2139514103799,1493.114643938738,1454.0645418749407,1448.0157517829457,1446.9974023626567,1442.737996584283,1465.3378439883486,1459.5334667713707,1478.2188460726704,1463.5145846389175,1471.2123198456159,1435.0029752956543
gemini-3-pro,1529.6084400495808,1518.6008537987504,1485.8834708881895,1490.1318367371819,1501.8973119418663,1502.1969087416824,1510.9696062401943,1514.612140857909,1504.1489020430504,1502.533674490771,1475.3186782697935,1469.4972101951212,1500.5695622511225,1499.3661694895177,1482.721359171401,1510.8899401796245,1510.8017500653507,1481.4350757480988,1473.8870759893682,1493.947491804351,1452.213111840784,1492.4198970457455,1478.8741109797936,1494.8527320629507,1486.161993098264,1500.5511366131577,1474.2104379050113
gemini-3.1-flash-lite-preview,1466.5105937464452,1463.4224023517002,1414.2138781772885,1440.438992419177,1430.9136972040415,1450.3517767964458,1457.387109912186,1445.7477530736812,1448.1423121250864,1446.753833439456,1432.6044874196864,1411.0040025209917,1437.79708678232,1463.6552263784622,1440.7031931992324,1468.456809786347,1460.80344898603,1422.8970037773722,1412.3705569240328,,1419.5311404886013,1437.4650954876188,1437.9557792484484,1446.8764319713353,1435.5514251077343,1437.75418970726,1461.0154871901116
gemini-3.1-pro-preview,1538.104696038558,1531.4417123651972,1487.8864113205902,1494.6631493457826,1512.4034386443257,1515.7186005408712,1493.4826585101566,1507.4308070455706,1515.776498280895,1514.659529314141,1481.9272536192907,1476.334425690643,1513.6759912677317,1513.3156672149212,1493.705521277083,1512.8072697686794,1521.0199184509713,1488.7104969238255,1489.6302699995967,1532.5507797192195,1487.181771991115,1506.4612891953673,1507.9217403393695,1504.262493738354,1492.6315687484264,1501.9534902802077,1491.2168409015244
gemini-advanced-0514,1345.177169615653,1336.9500693211526,1342.7033107567788,1341.0264379534624,1284.2371901652875,1292.0536312177378,1368.9072401581936,1326.403245958243,1324.6877166059048,1327.2740908544329,1316.3396322169901,1335.6365977887808,1376.764140675161,1344.7615997711807,1314.6068355877587,1345.4130668830514,1340.5924798136075,1337.7192288412734,1313.295067752631,1289.7717985894665,1285.1616220134852,1322.1450969468278,1303.3427090625698,1320.9532266654483,1334.1561057527967,1331.3102751466163,1294.1671739520475
gemini-pro,1216.3799361752058,1245.9908041801364,1182.3343843750388,1239.8533783683845,1103.8056030083576,,,,1227.7281420542936,1238.741561296455,1180.5954203279873,1174.8950316311048,1226.0032368585967,1241.5290839398467,1209.135315511603,1242.5236488585392,1227.1050718329834,1203.8115970589972,1212.4434062270784,,,,1195.713683141621,1196.9106100789356,1220.7724053398406,,
gemini-pro-dev-api,1233.7844827174388,1237.0209177998454,1201.2784573412077,1244.8453378054367,1128.315819966606,1172.220350877527,1251.6380925898407,1211.8219505113796,1229.6774677612284,1233.9202997671223,1230.8595504489956,1185.2322828438487,1268.1399290678214,1256.439996466857,1191.8577301831956,1265.0996830449799,1246.9893987257333,1213.8021444861338,1203.7091201186536,1104.4328727057723,,1221.7661302694985,1192.4774009576026,1186.4487543694331,1234.1041758331555,1264.235432432266,1225.3866690437721
gemma-1.1-2b-it,1136.8299999157045,1170.184864448252,1090.3726700487548,1136.5378183415573,924.919705622717,1107.8062280358222,,1046.8272769358546,1135.9702134654224,1147.887970277195,1104.1109531049215,1084.3849487446714,1120.814672897316,1128.3087140988605,1109.3508837250133,1147.2175808753618,1156.4391895764597,1087.5219065377548,1094.1832174113383,,1011.4332413399914,1113.1256015380513,1104.2192038619105,1049.6318180316798,1113.4256740252663,1085.5739130059346,
gemma-1.1-7b-it,1174.7626827501917,1215.3728858354016,1146.4374223393695,1205.9517498056641,1039.3429815698487,1165.82871842155,1178.7212934700965,1153.7329914493444,1191.3651572010633,1205.794521721251,1174.9301444922658,1148.4091865787518,1212.3340565614294,1196.7358489563258,1156.4691592339454,1217.5154758793929,1213.4568143886497,1149.75200337008,1150.3906635178673,1049.9183512000134,1094.3606463490871,1163.0360507611408,1156.8665346934795,1123.6803888394772,1179.5672382403068,1134.183699254956,1152.0271602614612
gemma-2-27b-it,1298.0527489387794,1304.3296357547538,1291.4389844222585,1297.2416287427354,1210.1241932057787,1253.6361273963475,1315.32577959396,1267.7041411858158,1280.9180027388143,1287.2792420051364,1280.730767731014,1271.4736584767402,1312.2404533742542,1304.864395235157,1259.4292609898487,1294.2395992809465,1310.4329334530537,1295.2898613992877,1267.4542954269111,1226.6180878720088,1235.2974533373103,1297.8469101836026,1243.3992550100909,1279.4668468905684,1287.5563746413766,1287.8588330514337,1289.6476360432528
gemma-2-2b-it,1197.5388649756396,1192.6023666722838,1182.756283322828,1220.6058256231527,1063.250050741221,1165.9983594388596,1211.1327433346164,1153.8930591307453,1183.899641883639,1194.0707954710406,1182.3403020926198,1171.0687399106166,1220.9934882333168,1214.7504926135084,1177.95304082553,1214.9277992703896,1199.9953923022254,1191.7108850867523,1168.2836056970443,1118.0898262987573,1090.036527647033,1184.7008224372057,1160.5696693697478,1163.9425006004003,1198.5311064546636,1168.4440372488154,1186.819138587699
gemma-2-9b-it,1263.1224363335643,1270.1006069576033,1257.3719045821736,1276.256520459753,1172.4682051805912,1231.0141290981428,1262.5805962942977,1243.6766442534818,1256.0205106399842,1260.5743082974986,1263.2774272871582,1246.5897118726366,1285.497355062728,1280.5581249530035,1232.6534383784783,1262.5107411651431,1281.1420869973463,1266.2108464742084,1241.2445749115655,1192.9156002824077,1199.9655407462449,1263.1471156756825,1215.8640157332366,1250.9159956459857,1265.023625552791,1256.3109776199108,1262.9205336532452
gemma-2-9b-it-simpo,1288.7344147875829,1271.3920590079938,1282.9875308603298,1295.2661557488404,1195.6379168019312,1228.84529078094,,1268.2375229142508,1271.3433938761032,1277.925171231523,1286.5497203264647,1267.4288645563793,1327.6280723420878,1296.5096520620543,1233.034715873743,1303.1319184974961,1282.7780172590465,1272.3150858495057,1248.5769207354783,1187.3744651628163,,1286.8711324396845,1203.456476765349,1271.5605922600716,1278.8079407069965,1269.3952728352378,
gemma-2b-it,1100.5155143849195,1135.0435660864619,1075.6765895019173,1116.892370096071,903.2441369750043,,,,1109.8678166333862,1112.3014666005502,1105.3637227114752,1066.0785388579545,1141.7086159933035,1077.6952918194302,1070.2534633408286,1096.2861825616244,1130.167909498564,1054.2047372304023,1064.284264695843,,,1080.9113290259447,1067.1177154282664,1034.160406111058,1090.8197568100113,1026.401072344855,
gemma-3-12b-it,,1316.8158630626147,1334.1698164579211,1348.0776452657624,1295.1894106807706,1270.7723479544397,,1370.3414276313965,1331.4873846782118,1336.9673078496635,1385.2053090388965,1305.857690445329,1379.3219395703557,1366.8851755976193,1348.9494608261034,1320.0201015670145,1335.1033076385447,1313.259299257496,1320.5050997469616,,,1345.1962304883743,1317.1845348841098,1344.3708680251746,1341.4082562526983,1357.315227402044,
gemma-3-27b-it,1373.9319329494817,1358.1654674803572,1348.0926877100364,1373.2897339911042,1330.6872307773451,1335.1764552485547,1388.968440517608,1370.399179518654,1364.8784052906572,1369.3141965660695,1376.9584653521315,1327.3561182080737,1380.8494113432284,1390.337404925883,1339.5940186572286,1401.8865827866305,1378.4309315493374,1354.1952505655731,1342.8951083130655,1306.3137753973397,1324.5552416321616,1363.290756578912,1322.1028965743008,1358.7367725146696,1365.085572293845,1367.4145511796892,1350.6959162431608
gemma-3-4b-it,,1274.362106567079,1276.0875801661027,1307.7324251486737,1234.0473046875481,1256.4818348812353,,1288.6727588080998,1283.436339393226,1282.8208808638983,1329.1270298710137,1248.1345916922344,1337.3015486698173,1314.167737174159,1273.5443174585494,1349.4417132651204,1301.2839637520565,1297.5327756200745,1266.348013748627,,,1310.0824074297898,1253.08649452661,1272.1160542139355,1302.7837693226118,1314.053378170559,
gemma-3n-e4b-it,1332.5583955766524,1308.4992999844394,1300.232736900493,1327.7988735119168,1262.0398547460245,1277.9609111007214,1339.7942184977478,1316.719439309603,1312.472325063828,1317.7012030741905,1316.5967862734085,1279.6653475558733,1322.8157325840834,1338.5022839160301,1284.4234953172395,1339.2464832691549,1334.584752683617,1299.7925865080983,1280.2532140987,1290.515335563015,1273.812573636508,1309.807600734565,1259.689206596218,1292.5910466014918,1317.9800271545805,1312.3955490246312,1301.1148208951888
gemma-4-26b-a4b,1484.166158854716,1482.7132998264162,1402.223034213934,1448.221558317195,1434.2987764185846,1474.4794149279332,1479.6123135834634,,1461.1463293648899,1467.762075071191,1449.698439908454,1413.4866108753777,1452.8820501289094,1451.730678006824,1472.3722353387614,1446.0780676554698,1475.959350973694,1409.7657886880354,1440.3971522982201,,,1449.3241537720721,1472.3344046820318,1448.956875783406,1437.8860578059987,1439.7234401427897,
gemma-4-31b,1480.7960084353326,1497.3278952499938,1428.598823857763,1460.8683735489296,1453.7555021896917,1488.161295871671,1462.041698497035,,1474.1816570569442,1486.3463199631128,1443.055054676237,1417.979837856664,1462.6566935343267,1464.3815021329572,1469.5995593681853,1462.8645294323676,1489.7432184749646,1432.435107323946,1452.0258190197367,,,1468.7828380706121,1473.362700846511,1463.3566231291402,1451.1597688785837,1462.0662810615047,1472.3134629554183
gemma-7b-it,1136.323323692081,1166.2647365315656,1098.908682431098,1165.7209609897377,974.9424611622671,1114.143089887667,1132.8333508498454,,1151.9652218609358,1166.7175384810473,1127.0850492935415,1088.155997263399,1159.378040638539,1139.7865144523275,1118.2990092683494,1162.6552274861701,1165.4214838797816,1101.7627875621172,1099.3967009071632,,,1108.558310118279,1115.0661113053784,1040.9983626731496,1135.2449071567698,1075.2833893995737,
glm-4-0520,1303.2837660200416,1306.7515201419428,1240.5828624566916,1287.1795736070799,1191.4767303243361,1248.6188603741152,,1227.2632500995685,1276.854867964209,1283.643684677619,1247.4680512437285,1232.78756842947,1313.6059744470683,1292.0521978173906,1263.3053182253336,1284.472810083848,1295.9397319088546,1252.5760194205354,1253.224608439316,,1103.6824052151592,1265.7615071829146,1245.8730484404002,1258.1503555181926,1272.5041652315504,1258.7839364374913,
glm-4-plus,1342.9800230913374,1351.6246773491239,1289.8397557792218,1325.0072090717656,1264.4635072873702,1301.6529544812613,1348.824323041083,1302.4939762368506,1319.0419803443465,1326.612565321896,1319.9208599113929,1280.0191402244263,1349.5755671146776,1334.780377194887,1299.1162322072037,1340.8271383112797,1340.6480223710787,1308.1973196816766,1299.6049362960475,1230.949548779505,1285.6885516325146,1325.1899792404856,1287.0209162825665,1313.8643064960143,1318.9176516060065,1305.2461523951692,1337.9160978369634
glm-4-plus-0111,1402.9838338765126,1330.3087085663255,1317.347646833917,1351.27547387191,1299.8902226237315,1308.1081992135305,,1348.416135749329,1325.248565212838,1323.5662843544135,1344.4945046584862,1300.1500880236622,1380.323962827577,1365.5846419415413,1303.0445862361632,1413.8035372558975,1349.905595963824,1331.9742290979498,1313.6508902939227,1219.0051986141414,,1338.8597233765358,1297.2138109059695,1333.7481584569416,1342.5189927200304,1329.4954372671327,
glm-4.5,1441.8132640807578,1454.588532341964,1375.7626898362303,1419.605862918474,1396.4033869061634,1439.5086519716942,1416.3324761159117,1372.957008123202,1432.695855011085,1432.0305293988467,1410.8024194095929,1384.2086831771655,1414.6815835524108,1421.2655465150954,1420.9805217908481,1431.9870751328504,1443.8326343816634,1383.7437052261678,1405.221155382633,1391.2740013610762,1347.0174135068582,1417.1274144465579,1415.0342804320992,1406.6484385123092,1410.9119706278234,1394.7129126200612,1425.3313634728322
glm-4.5-air,1412.832176760304,1426.8919148011666,1329.219223100396,1389.4176971927764,1342.5669513216324,1389.1424595385586,1405.5110462295552,1344.218333244526,1391.151732201047,1402.9291396435656,1371.0006105008665,1326.7766692184618,1370.695473045494,1395.981993978506,1391.7219033185536,1395.5577387787298,1414.7777474828865,1342.485304685571,1363.1269556913555,1323.0870262783105,1282.7502942711108,1379.9398147742982,1389.9750923247595,1369.6801936001814,1372.7941788029361,1356.418521551041,1360.4020778425656
glm-4.5v,1345.9652873360865,1403.8458161200267,1311.8205188566217,1380.859138342994,1313.947939284607,1401.4439243857676,,,1375.4653381350377,1396.42677150332,1343.8196156773267,1321.986630309345,1369.8291551603838,1359.4687610026917,1340.1960832029256,1387.7931161429417,1396.2048441434029,1319.2276690552735,1340.742979438854,,,1341.0971504761656,1357.667452876725,1359.2317472794161,1353.287745508155,1315.716893347723,1353.9511072181808
glm-4.6,1482.5043350874191,1459.7895028698615,1403.2510795796984,1437.7899248896713,1417.0993918786855,1441.6150714698258,1448.683687326501,1426.6760238791846,1442.6498480167493,1448.6874855489737,1411.9979017623164,1396.0411175915933,1435.6921937143832,1447.1512764259571,1439.4547608404293,1450.3837123797384,1454.39379489864,1405.8511188910961,1415.8396651674439,1370.0496768505552,1364.3616618684744,1433.173906909651,1421.554896498244,1421.5355240066726,1425.8393018958827,1408.707755786816,1413.9176966778557
glm-4.6v,,1420.5221830382145,1346.2428267699145,1395.4451237275823,1350.9008097992678,,,,1384.0795075286578,1404.8286212742814,1367.271277924527,1351.7472492659117,1400.4615461424473,1403.2114194117403,,,1410.0495554105473,1354.0989772872927,1369.3381651734503,,,1379.7751505041037,,1364.1028514935842,1377.8859725706657,1343.1650013770466,
glm-4.7,1489.9088658013147,1486.0871245456258,1405.9263334472105,1463.6502184418662,1442.365571473119,1444.5143223016728,1449.0907970912774,1417.4803677925743,1463.5234370207174,1473.4953025382547,1442.1044022739823,1406.8294304525696,1454.6583053737781,1471.3484810943492,1425.193360053027,1484.150506526522,1475.70836711766,1416.7143592610878,1428.4188600024531,,1406.7449001207567,1452.2917322013668,1429.6815628249196,1459.029310541425,1442.7052627811136,1430.8395220315474,1425.351265803694
glm-4.7-flash,1436.9972661887195,1425.034739753474,1313.1110647181677,1395.986060587546,1332.509138793518,1389.5065542392463,1374.4649850009855,1334.304202142527,1387.9007508721263,1405.1739927543395,1371.4285229255051,1321.6894577703856,1383.4851588194106,1383.1272678433227,1388.3608816022402,1373.1483532051643,1425.817081941455,1333.98527642681,1351.0774546338157,,1297.9919475296279,1374.356087950262,1367.782190242004,1363.11690836172,1368.7107101328402,1347.6208243852595,1370.3508833857613
